1596310000,0.01
1596320000,0.01
1596330000,0.01
1596340000,0.01
1596350000,0.01
1596360000,0.01
1596370000,0.01
1596380000,0.01
1596390000,0.01
1596400000,0.01
1596410000,0.01
1596420000,0.01
1596430000,0.01
1596440000,0.01
1596450000,0.01
1596460000,0.01
1596470000,0.01
1596480000,0.01
1596490000,0.01
1596500000,0.01
1596510000,0.01
1596520000,0.01
1596530000,0.01
1596540000,0.01
1596550000,0.01
1596560000,0.01
1596570000,0.01
1596580000,0.01
1596590000,0.01
1596600000,0.01
1596610000,0.01
1596620000,0.01
1596630000,0.01
1596640000,0.01
1596650000,0.01
1596660000,0.01
1596670000,0.01
1596680000,0.01
1596690000,0.01
1596700000,0.01
1596710000,0.01
1596720000,0.01
1596730000,0.01
1596740000,0.01
1596750000,0.01
1596760000,0.01
1596770000,0.01
1596780000,0.01
1596790000,0.01
1596800000,0.01
1596810000,0.01
1596820000,0.01
1596830000,0.01
1596840000,0.01
1596850000,0.01
1596860000,0.01
1596870000,0.01
1596880000,0.01
1596890000,0.01
1596900000,0.01
1596910000,0.01
1596920000,0.01
1596930000,0.01
1596940000,0.01
1596950000,0.01
1596960000,0.01
1596970000,0.01
1596980000,0.01
1596990000,0.01
1597000000,0.01
1597010000,0.01
1597020000,0.01
1597030000,0.01
1597040000,0.01
1597050000,0.01
1597060000,0.01
1597070000,0.01
1597080000,0.01
1597090000,0.01
1597100000,0.01
1597110000,0.01
1597120000,0.01
1597130000,0.01
1597140000,0.01
1597150000,0.01
1597160000,0.01
1597170000,0.01
1597180000,0.01
1597190000,0.01
1597200000,0.01
1597210000,0.01
1597220000,0.01
1597230000,0.01
1597240000,0.01
1597250000,0.01
1597260000,0.01
1597270000,0.01
1597280000,0.01
1597290000,0.01
1597300000,0.01
1597310000,0.01
1597320000,0.01
1597330000,0.01
1597340000,0.01
1597350000,0.01
1597360000,0.01
1597370000,0.01
1597380000,0.01
1597390000,0.01
1597400000,0.01
1597410000,0.01
1597420000,0.01
1597430000,0.01
1597440000,0.01
1597450000,0.01
1597460000,0.01
1597470000,0.01
1597480000,0.01
1597490000,0.01
1597500000,0.01
1597510000,0.01
1597520000,0.01
1597530000,0.01
1597540000,0.01
1597550000,0.01
1597560000,0.01
1597570000,0.01
1597580000,0.01
1597590000,0.01
1597600000,0.01
1597610000,0.01
1597620000,0.01
1597630000,0.01
1597640000,0.01
1597650000,0.01
1597660000,0.01
1597670000,0.01
1597680000,0.01
1597690000,0.01
1597700000,0.01
1597710000,0.01
1597720000,0.01
1597730000,0.01
1597740000,0.01
1597750000,0.01
1597760000,0.01
1597770000,0.01
1597780000,0.01
1597790000,0.01
1597800000,0.01
1597810000,0.01
1597820000,0.01
1597830000,0.01
1597840000,0.01
1597850000,0.01
1597860000,0.01
1597870000,0.01
1597880000,0.01
1597890000,0.01
1597900000,0.01
1597910000,0.01
1597920000,0.01
1597930000,0.01
1597940000,0.01
1597950000,0.01
1597960000,0.01
1597970000,0.01
1597980000,0.01
1597990000,0.01
1598000000,0.01
1598010000,0.01
1598020000,0.01
1598030000,0.01
1598040000,0.01
1598050000,0.01
1598060000,0.01
1598070000,0.01
1598080000,0.01
1598090000,0.01
1598100000,0.01
1598110000,0.01
1598120000,0.01
1598130000,0.01
1598140000,0.01
1598150000,0.01
1598160000,0.01
1598170000,0.01
1598180000,0.01
1598190000,0.01
1598200000,0.01
1598210000,0.01
1598220000,0.01
1598230000,0.01
1598240000,0.01
1598250000,0.01
1598260000,0.01
1598270000,0.01
1598280000,0.01
1598290000,0.01
1598300000,0.01
1598310000,0.01
1598320000,0.01
1598330000,0.01
1598340000,0.01
1598350000,0.01
1598360000,0.01
1598370000,0.01
1598380000,0.01
1598390000,0.01
1598400000,0.01
1598410000,0.01
1598420000,0.01
1598430000,0.01
1598440000,0.01
1598450000,0.01
1598460000,0.01
1598470000,0.01
1598480000,0.01
1598490000,0.01
1598500000,0.01
1598510000,0.01
1598520000,0.01
1598530000,0.01
